combo_id,advancing_groups,vs_1A,vs_1B,vs_1D,vs_1E,vs_1G,vs_1I,vs_1K,vs_1L
397,"A,B,C,E,G,I,K,L",E,G,B,A,I,C,L,K
398,"A,B,C,E,G,I,J,L",E,J,B,C,A,G,L,I
399,"A,B,C,E,G,I,J,K",E,J,B,C,A,G,I,K
400,"A,B,C,E,G,H,K,L",E,G,B,C,A,H,L,K
401,"A,B,C,E,G,H,J,L",H,J,B,C,A,G,L,E
402,"A,B,C,E,G,H,J,K",H,J,B,C,A,G,E,K
403,"A,B,C,E,G,H,I,L",E,G,B,C,A,H,L,I
404,"A,B,C,E,G,H,I,K",E,G,B,C,A,H,I,K
405,"A,B,C,E,G,H,I,J",H,J,B,C,A,G,E,I
406,"A,B,C,E,F,J,K,L",E,J,B,C,A,F,L,K
407,"A,B,C,E,F,I,K,L",E,I,B,C,A,F,L,K
408,"A,B,C,E,F,I,J,L",E,J,B,C,A,F,L,I
409,"A,B,C,E,F,I,J,K",E,J,B,C,A,F,I,K
410,"A,B,C,E,F,H,K,L",H,E,B,C,A,F,L,K
411,"A,B,C,E,F,H,J,L",H,J,B,C,A,F,L,E
412,"A,B,C,E,F,H,J,K",H,J,B,C,A,F,E,K
413,"A,B,C,E,F,H,I,L",H,E,B,C,A,F,L,I
414,"A,B,C,E,F,H,I,K",H,E,B,C,A,F,I,K
415,"A,B,C,E,F,H,I,J",H,J,B,C,A,F,E,I
416,"A,B,C,E,F,G,K,L",E,G,B,C,A,F,L,K
417,"A,B,C,E,F,G,J,L",E,G,B,C,A,F,L,J
418,"A,B,C,E,F,G,J,K",E,G,B,C,A,F,J,K
419,"A,B,C,E,F,G,I,L",E,G,B,C,A,F,L,I
420,"A,B,C,E,F,G,I,K",E,G,B,C,A,F,I,K
421,"A,B,C,E,F,G,I,J",E,G,B,C,A,F,I,J
422,"A,B,C,E,F,G,H,L",H,G,B,C,A,F,L,E
423,"A,B,C,E,F,G,H,K",H,G,B,C,A,F,E,K
424,"A,B,C,E,F,G,H,J",H,G,B,C,A,F,E,J
425,"A,B,C,E,F,G,H,I",H,G,B,C,A,F,E,I
426,"A,B,C,D,I,J,K,L",I,J,B,C,A,D,L,K
427,"A,B,C,D,H,J,K,L",H,J,B,C,A,D,L,K
428,"A,B,C,D,H,I,K,L",H,I,B,C,A,D,L,K
429,"A,B,C,D,H,I,J,L",H,J,B,C,A,D,L,I
430,"A,B,C,D,H,I,J,K",H,J,B,C,A,D,I,K
431,"A,B,C,D,G,J,K,L",C,J,B,D,A,G,L,K
432,"A,B,C,D,G,I,K,L",I,G,B,C,A,D,L,K
433,"A,B,C,D,G,I,J,L",C,J,B,D,A,G,L,I
434,"A,B,C,D,G,I,J,K",C,J,B,D,A,G,I,K
435,"A,B,C,D,G,H,K,L",H,G,B,C,A,D,L,K
436,"A,B,C,D,G,H,J,L",H,G,B,C,A,D,L,J
437,"A,B,C,D,G,H,J,K",H,G,B,C,A,D,J,K
438,"A,B,C,D,G,H,I,L",H,G,B,C,A,D,L,I
439,"A,B,C,D,G,H,I,K",H,G,B,C,A,D,I,K
440,"A,B,C,D,G,H,I,J",H,G,B,C,A,D,I,J
441,"A,B,C,D,F,J,K,L",C,J,B,D,A,F,L,K
442,"A,B,C,D,F,I,K,L",C,I,B,D,A,F,L,K
443,"A,B,C,D,F,I,J,L",C,J,B,D,A,F,L,I
444,"A,B,C,D,F,I,J,K",C,J,B,D,A,F,I,K
445,"A,B,C,D,F,H,K,L",H,F,B,C,A,D,L,K
446,"A,B,C,D,F,H,J,L",C,J,B,D,A,F,L,H
447,"A,B,C,D,F,H,J,K",H,J,B,C,A,F,D,K
448,"A,B,C,D,F,H,I,L",H,F,B,C,A,D,L,I
449,"A,B,C,D,F,H,I,K",H,F,B,C,A,D,I,K
450,"A,B,C,D,F,H,I,J",H,J,B,C,A,F,D,I
451,"A,B,C,D,F,G,K,L",C,G,B,D,A,F,L,K
452,"A,B,C,D,F,G,J,L",C,G,B,D,A,F,L,J
453,"A,B,C,D,F,G,J,K",C,G,B,D,A,F,J,K
454,"A,B,C,D,F,G,I,L",C,G,B,D,A,F,L,I
455,"A,B,C,D,F,G,I,K",C,G,B,D,A,F,I,K
456,"A,B,C,D,F,G,I,J",C,G,B,D,A,F,I,J
457,"A,B,C,D,F,G,H,L",C,G,B,D,A,F,L,H
458,"A,B,C,D,F,G,H,K",H,G,B,C,A,F,D,K
459,"A,B,C,D,F,G,H,J",H,G,B,C,A,F,D,J
460,"A,B,C,D,F,G,H,I",H,G,B,C,A,F,D,I
461,"A,B,C,D,E,J,K,L",E,J,B,C,A,D,L,K
462,"A,B,C,D,E,I,K,L",E,I,B,C,A,D,L,K
463,"A,B,C,D,E,I,J,L",E,J,B,C,A,D,L,I
464,"A,B,C,D,E,I,J,K",E,J,B,C,A,D,I,K
465,"A,B,C,D,E,H,K,L",H,E,B,C,A,D,L,K
466,"A,B,C,D,E,H,J,L",H,J,B,C,A,D,L,E
467,"A,B,C,D,E,H,J,K",H,J,B,C,A,D,E,K
468,"A,B,C,D,E,H,I,L",H,E,B,C,A,D,L,I
469,"A,B,C,D,E,H,I,K",H,E,B,C,A,D,I,K
470,"A,B,C,D,E,H,I,J",H,J,B,C,A,D,E,I
471,"A,B,C,D,E,G,K,L",E,G,B,C,A,D,L,K
472,"A,B,C,D,E,G,J,L",E,G,B,C,A,D,L,J
473,"A,B,C,D,E,G,J,K",E,G,B,C,A,D,J,K
474,"A,B,C,D,E,G,I,L",E,G,B,C,A,D,L,I
475,"A,B,C,D,E,G,I,K",E,G,B,C,A,D,I,K
476,"A,B,C,D,E,G,I,J",E,G,B,C,A,D,I,J
477,"A,B,C,D,E,G,H,L",H,G,B,C,A,D,L,E
478,"A,B,C,D,E,G,H,K",H,G,B,C,A,D,E,K
479,"A,B,C,D,E,G,H,J",H,G,B,C,A,D,E,J
480,"A,B,C,D,E,G,H,I",H,G,B,C,A,D,E,I
481,"A,B,C,D,E,F,K,L",C,E,B,D,A,F,L,K
482,"A,B,C,D,E,F,J,L",C,J,B,D,A,F,L,E
483,"A,B,C,D,E,F,J,K",C,J,B,D,A,F,E,K
484,"A,B,C,D,E,F,I,L",C,E,B,D,A,F,L,I
485,"A,B,C,D,E,F,I,K",C,E,B,D,A,F,I,K
486,"A,B,C,D,E,F,I,J",C,J,B,D,A,F,E,I
487,"A,B,C,D,E,F,H,L",H,F,B,C,A,D,L,E
488,"A,B,C,D,E,F,H,K",H,E,B,C,A,F,D,K
489,"A,B,C,D,E,F,H,J",H,J,B,C,A,F,D,E
490,"A,B,C,D,E,F,H,I",H,E,B,C,A,F,D,I
491,"A,B,C,D,E,F,G,L",C,G,B,D,A,F,L,E
492,"A,B,C,D,E,F,G,K",C,G,B,D,A,F,E,K
493,"A,B,C,D,E,F,G,J",C,G,B,D,A,F,E,J
494,"A,B,C,D,E,F,G,I",C,G,B,D,A,F,E,I
495,"A,B,C,D,E,F,G,H",H,G,B,C,A,F,D,E
